POR,1
BKN,1
SF,1
MEM,2
SG,2
DET,2
WAS,2
LAC,2
ORL,2
PF,2
IND,2
DAL,3
ATL,3
GS,3
SAC,3
TOR,3
NO,3
MIA,3
LAL,3
PHI,4
MIL,4
CHI,4
DEN,4
BOS,4
MIN,4
SA,4
CHA,4
NY,4
PHO,5
UTA,5
CLE,5
HOU,6
