LAK,1
PHI,1
MTL,1
NYI,2
SJS,2
ANA,2
ARI,2
CBJ,2
BUF,3
CAR,3
VGK,3
EDM,4
CHI,4
WSH,4
TBL,4
DAL,4
DET,4
NJD,4
MIN,5
VAN,5
NYR,5
NSH,5
PIT,5
CGY,6
TOR,6
OTT,6
WPG,6
FLA,7
BOS,7
STL,7
COL,8
